ds;city;pres;prcp
14.12.2021;Aachen;1028.9;0
15.12.2021;Aachen;1032.3;0
16.12.2021;Aachen;1037.7;0
17.12.2021;Aachen;1040;0
18.12.2021;Aachen;1039;0
19.12.2021;Aachen;1032.9;0
20.12.2021;Aachen;1028.2;0
21.12.2021;Aachen;1026.7;0
22.12.2021;Aachen;1024.3;0
23.12.2021;Aachen;1012.9;0.3
24.12.2021;Aachen;1006.7;0.5
25.12.2021;Aachen;1006;8.1
26.12.2021;Aachen;1005.7;1.2
27.12.2021;Aachen;1000;1.8
28.12.2021;Aachen;994.9;7.3
29.12.2021;Aachen;1007.1;5.8
30.12.2021;Aachen;1016.6;0.2
31.12.2021;Aachen;1020.5;0
01.01.2022;Aachen;1023.9;0
02.01.2022;Aachen;1015.5;2.5
03.01.2022;Aachen;1011.8;3.8
04.01.2022;Aachen;999.2;14.3
05.01.2022;Aachen;1007.9;2.2
06.01.2022;Aachen;1019.1;0
07.01.2022;Aachen;1013;1.9
08.01.2022;Aachen;1006.8;4.1
09.01.2022;Aachen;1000.9;6.9
10.01.2022;Aachen;1021.4;0
11.01.2022;Aachen;1033.7;0
12.01.2022;Aachen;1039.7;0
13.01.2022;Aachen;1041.6;0
14.01.2022;Aachen;1036.6;0
15.01.2022;Aachen;1028.7;0
16.01.2022;Aachen;1026.8;0.3
17.01.2022;Aachen;1034.9;0
18.01.2022;Aachen;1038.1;0
19.01.2022;Aachen;1027;0.8
20.01.2022;Aachen;1029.3;0
21.01.2022;Aachen;1034.9;0.3
22.01.2022;Aachen;1035.4;1.3
23.01.2022;Aachen;1036.2;0
24.01.2022;Aachen;1034.4;0
25.01.2022;Aachen;1034;0
26.01.2022;Aachen;1033.5;0
27.01.2022;Aachen;1027.5;2.1
28.01.2022;Aachen;1034.1;0
29.01.2022;Aachen;1027.4;0.4
30.01.2022;Aachen;1029.3;0
31.01.2022;Aachen;1014.9;8.9
01.02.2022;Aachen;1018.6;2.8
02.02.2022;Aachen;1020.3;1
03.02.2022;Aachen;1017.7;0.6
04.02.2022;Aachen;1012.2;1.6
05.02.2022;Aachen;1020.6;0
06.02.2022;Aachen;1008.1;23.4
07.02.2022;Aachen;1022.3;1.5
08.02.2022;Aachen;1028.9;0.7
09.02.2022;Aachen;1026.6;0
10.02.2022;Aachen;1021.7;5.8
11.02.2022;Aachen;1029.9;0.6
12.02.2022;Aachen;1029;0
13.02.2022;Aachen;1013.5;0
14.02.2022;Aachen;1003.1;0
15.02.2022;Aachen;1010.7;2.2
16.02.2022;Aachen;1000.9;10.2
17.02.2022;Aachen;1006.3;2.6
18.02.2022;Aachen;1003.6;4.3
19.02.2022;Aachen;1012.6;1.1
20.02.2022;Aachen;1008.7;10.3
21.02.2022;Aachen;1004.3;9.8
22.02.2022;Aachen;1018.8;3
23.02.2022;Aachen;1024.4;0
24.02.2022;Aachen;1013.9;4
25.02.2022;Aachen;1023.6;0.8
26.02.2022;Aachen;1034.2;0
27.02.2022;Aachen;1030.9;0
28.02.2022;Aachen;1030.4;0
01.03.2022;Aachen;1028;0
02.03.2022;Aachen;1023.3;0
03.03.2022;Aachen;1018.6;0
04.03.2022;Aachen;1020.2;0
05.03.2022;Aachen;1020.9;0
06.03.2022;Aachen;1025;0
07.03.2022;Aachen;1025.9;0
08.03.2022;Aachen;1021.4;0
09.03.2022;Aachen;1022.9;0
10.03.2022;Aachen;1022.7;0
11.03.2022;Aachen;1015.2;0
12.03.2022;Aachen;1016.5;0
13.03.2022;Aachen;1014.8;0
14.03.2022;Aachen;1025.1;1.5
15.03.2022;Aachen;1025.3;2.9
16.03.2022;Aachen;1022.2;0
17.03.2022;Aachen;1029;1.1
18.03.2022;Aachen;1041.1;0
19.03.2022;Aachen;1038.9;0
20.03.2022;Aachen;1028.4;0
21.03.2022;Aachen;1030.7;0
22.03.2022;Aachen;1031.2;0
23.03.2022;Aachen;1030.8;0
24.03.2022;Aachen;1029.6;0
25.03.2022;Aachen;1029.7;0
26.03.2022;Aachen;1030.9;0
27.03.2022;Aachen;1019.94;0.38
28.03.2022;Aachen;1023.2;0
29.03.2022;Aachen;1011.8;0
30.03.2022;Aachen;1004.1;1.9
31.03.2022;Aachen;1000.3;7.3
01.04.2022;Aachen;1006.2;5.5
02.04.2022;Aachen;1016.9;3
03.04.2022;Aachen;1023.3;0
04.04.2022;Aachen;1014.6;7.5
05.04.2022;Aachen;1007.9;13.1
06.04.2022;Aachen;1003.6;0.8
07.04.2022;Aachen;991.2;11.2
08.04.2022;Aachen;999.3;4.2
09.04.2022;Aachen;1011.7;0.5
10.04.2022;Aachen;1020.7;0
11.04.2022;Aachen;1016.4;0
12.04.2022;Aachen;1010.7;0
13.04.2022;Aachen;1016.2;0
14.04.2022;Aachen;1021.8;0
15.04.2022;Aachen;1026.5;0
16.04.2022;Aachen;1030.6;0
17.04.2022;Aachen;1026.5;0
18.04.2022;Aachen;1018.6;0
19.04.2022;Aachen;1014;0
20.04.2022;Aachen;1014.8;0
21.04.2022;Aachen;1011.7;0
22.04.2022;Aachen;1006.3;0
23.04.2022;Aachen;1002.7;0
24.04.2022;Aachen;1002.8;0
25.04.2022;Aachen;1010.8;0.8
26.04.2022;Aachen;1017.7;4.2
27.04.2022;Aachen;1024.9;0
28.04.2022;Aachen;1028.7;0
29.04.2022;Aachen;1028.1;0
30.04.2022;Aachen;1026.9;0
01.05.2022;Aachen;1023.6;0
02.05.2022;Aachen;1019.4;0
03.05.2022;Aachen;1018.4;0
04.05.2022;Aachen;1018.7;0
05.05.2022;Aachen;1022;0
06.05.2022;Aachen;1025.2;0
07.05.2022;Aachen;1023.7;0
08.05.2022;Aachen;1025.8;0
09.05.2022;Aachen;1025;0
10.05.2022;Aachen;1018.5;0
11.05.2022;Aachen;1012.4;0
12.05.2022;Aachen;1017.9;0
13.05.2022;Aachen;1020.6;0
14.05.2022;Aachen;1021.6;0
15.05.2022;Aachen;1017.8;0
16.05.2022;Aachen;1016.1;0
17.05.2022;Aachen;1020.2;0
18.05.2022;Aachen;1020.5;0
19.05.2022;Aachen;1018.4;2.6
20.05.2022;Aachen;1018.9;8.4
21.05.2022;Aachen;1021.9;0
22.05.2022;Aachen;1015.6;0
23.05.2022;Aachen;1002.5;4.4
24.05.2022;Aachen;1006.9;0.2
25.05.2022;Aachen;1015.6;0
26.05.2022;Aachen;1020.9;0
27.05.2022;Aachen;1022.4;0
28.05.2022;Aachen;1022.6;0
29.05.2022;Aachen;1018.2;0
30.05.2022;Aachen;1014.6;0
31.05.2022;Aachen;1015.3;0
01.06.2022;Aachen;1015.5;0
02.06.2022;Aachen;1015.7;0
03.06.2022;Aachen;1015.6;0
04.06.2022;Aachen;1015.65;0
05.06.2022;Aachen;1015.625;0
06.06.2022;Aachen;1015.6375;0
07.06.2022;Aachen;1015.63125;0
08.06.2022;Aachen;1015.634375;0
09.06.2022;Aachen;1015.632813;0
10.06.2022;Aachen;1015.633594;0
11.06.2022;Aachen;1017.888802;0
12.06.2022;Aachen;1018.480599;0
13.06.2022;Aachen;1019.57388;0
14.06.2022;Aachen;1022.4;0
15.06.2022;Aachen;1018;0
16.06.2022;Aachen;1021.1;0
17.06.2022;Aachen;1022.7;0
18.06.2022;Aachen;1016.5;0
19.06.2022;Aachen;1010.3;0
20.06.2022;Aachen;1015.1;0
21.06.2022;Aachen;1014.8;0
22.06.2022;Aachen;1011.8;0
23.06.2022;Aachen;1010.8;0
24.06.2022;Aachen;1008.3;0
25.06.2022;Aachen;1011.4;0
26.06.2022;Aachen;1015;0
27.06.2022;Aachen;1016.9;0
28.06.2022;Aachen;1020.6;0
29.06.2022;Aachen;1014.4;0
30.06.2022;Aachen;1012.4;0
01.07.2022;Aachen;1018.8;0
02.07.2022;Aachen;1021.3;0
03.07.2022;Aachen;1019;0
04.07.2022;Aachen;1020.7;0
05.07.2022;Aachen;1022.7;0
06.07.2022;Aachen;1025.8;0
07.07.2022;Aachen;1024;0
08.07.2022;Aachen;1031;0
09.07.2022;Aachen;1027.6;0
10.07.2022;Aachen;1026.6;0
11.07.2022;Aachen;1024.2;0
12.07.2022;Aachen;1024.3;0
13.07.2022;Aachen;1021;0
14.07.2022;Aachen;1020.2;0
15.07.2022;Aachen;1022.9;0
16.07.2022;Aachen;1023.7;0
17.07.2022;Aachen;1026.4;0
18.07.2022;Aachen;1022.2;0
19.07.2022;Aachen;1016.2;0
20.07.2022;Aachen;1016.5;0
21.07.2022;Aachen;1019.8;0
22.07.2022;Aachen;1019.9;0
23.07.2022;Aachen;1018.8;0
24.07.2022;Aachen;1018;0
25.07.2022;Aachen;1011.2;0
26.07.2022;Aachen;1016.7;0
27.07.2022;Aachen;1019.9;0
28.07.2022;Aachen;1017;0
29.07.2022;Aachen;1016.5;0
30.07.2022;Aachen;1019.1;0
31.07.2022;Aachen;1017.4;0
01.08.2022;Aachen;1018;0
02.08.2022;Aachen;1017.7;0
03.08.2022;Aachen;1015.4;0
04.08.2022;Aachen;1013.6;0
05.08.2022;Aachen;1018.1;0
06.08.2022;Aachen;1027;0
07.08.2022;Aachen;1024.8;0
08.08.2022;Aachen;1024.7;0
09.08.2022;Aachen;1026.1;0
10.08.2022;Aachen;1024.4;0
11.08.2022;Aachen;1021;0
12.08.2022;Aachen;1018;0
13.08.2022;Aachen;1015.5;0
14.08.2022;Aachen;1008.3;0
15.08.2022;Aachen;1005.4;0
16.08.2022;Aachen;1008.6;0
17.08.2022;Aachen;1011;0
18.08.2022;Aachen;1013.9;0
19.08.2022;Aachen;1014.8;0
20.08.2022;Aachen;1017.6;0
21.08.2022;Aachen;1017.3;0
22.08.2022;Aachen;1015.1;0
23.08.2022;Aachen;1015.6;0
24.08.2022;Aachen;1017.4;0
25.08.2022;Aachen;1015.4;0
26.08.2022;Aachen;1015.9;0
27.08.2022;Aachen;1017.2;0
28.08.2022;Aachen;1019.5;0
29.08.2022;Aachen;1021;0
30.08.2022;Aachen;1019.3;0
31.08.2022;Aachen;1019.7;0
01.09.2022;Aachen;1019.2;0
02.09.2022;Aachen;1014.4;0
03.09.2022;Aachen;1011.8;0
04.09.2022;Aachen;1017.5;0
05.09.2022;Aachen;1018.7;0
06.09.2022;Aachen;1015.2;0
07.09.2022;Aachen;1013;0
08.09.2022;Aachen;1009.6;0
09.09.2022;Aachen;1009;0
10.09.2022;Aachen;1013;0
11.09.2022;Aachen;1019.1;0
12.09.2022;Aachen;1015.3;0
13.09.2022;Aachen;1010.4;0
14.09.2022;Aachen;1006;0
15.09.2022;Aachen;1009.4;0
16.09.2022;Aachen;1012.9;0
17.09.2022;Aachen;1016;0
18.09.2022;Aachen;1017.1;0
19.09.2022;Aachen;1020.9;0
20.09.2022;Aachen;1024.4;0
21.09.2022;Aachen;1026.7;0
22.09.2022;Aachen;1023;0
23.09.2022;Aachen;1017;0
24.09.2022;Aachen;1013.5;0
25.09.2022;Aachen;1015;0
26.09.2022;Aachen;1004.3;0
27.09.2022;Aachen;999.7;0
28.09.2022;Aachen;998.7;0
29.09.2022;Aachen;1003;0
30.09.2022;Aachen;1010.1;0
01.10.2022;Aachen;1008.1;0
02.10.2022;Aachen;1019.1;0
03.10.2022;Aachen;1027;0
04.10.2022;Aachen;1021.8;0
05.10.2022;Aachen;1017.7;0
06.10.2022;Aachen;1028.4;0
07.10.2022;Aachen;1024.4;0
08.10.2022;Aachen;1021.7;0
09.10.2022;Aachen;1022.5;0
10.10.2022;Aachen;1016.9;0
11.10.2022;Aachen;1026.3;0
12.10.2022;Aachen;1023.8;0
13.10.2022;Aachen;1018.6;0
14.10.2022;Aachen;1012.8;0
15.10.2022;Aachen;1008.1;0
16.10.2022;Aachen;1014.5;0
17.10.2022;Aachen;1020.2;0
18.10.2022;Aachen;1027.5;0
19.10.2022;Aachen;1024.8;0
20.10.2022;Aachen;1013.1;0
21.10.2022;Aachen;1009;0
22.10.2022;Aachen;1013.2;0
23.10.2022;Aachen;1010.2;0
24.10.2022;Aachen;1008.4;0
25.10.2022;Aachen;1015.8;0
26.10.2022;Aachen;1016.4;0
27.10.2022;Aachen;1021.2;0
28.10.2022;Aachen;1019.4;0
29.10.2022;Aachen;1019.3;0
30.10.2022;Aachen;1018;0
31.10.2022;Aachen;1017.3;0
01.11.2022;Aachen;1014.9;0
02.11.2022;Aachen;1019.8;0
03.11.2022;Aachen;1008.2;0
04.11.2022;Aachen;1007.6;0
05.11.2022;Aachen;1018.1;0
06.11.2022;Aachen;1012;0
07.11.2022;Aachen;1011.5;0
08.11.2022;Aachen;1008.1;0
09.11.2022;Aachen;1010.5;0
10.11.2022;Aachen;1024.7;0
11.11.2022;Aachen;1031.1;0
12.11.2022;Aachen;1030.6;0
13.11.2022;Aachen;1022.5;0
14.11.2022;Aachen;1012.5;0
15.11.2022;Aachen;1006.1;0
16.11.2022;Aachen;999.4;0
17.11.2022;Aachen;990.6;0
18.11.2022;Aachen;1002;0
19.11.2022;Aachen;1010.4;0
20.11.2022;Aachen;1010.2;0
21.11.2022;Aachen;1001.6;0
22.11.2022;Aachen;994.7;0
23.11.2022;Aachen;999.3;0
24.11.2022;Aachen;1010.1;0
25.11.2022;Aachen;1016.7;0
26.11.2022;Aachen;1029.1;0
27.11.2022;Aachen;1020.7;0
28.11.2022;Aachen;1011.8;0
29.11.2022;Aachen;1019;0
30.11.2022;Aachen;1024.6;0
01.12.2022;Aachen;1026.8;0
02.12.2022;Aachen;1023.3;0
03.12.2022;Aachen;1019.9;0
04.12.2022;Aachen;1016.4;0
05.12.2022;Aachen;1019.5;0
06.12.2022;Aachen;1020.7;0
07.12.2022;Aachen;1017.6;0
08.12.2022;Aachen;1010.2;0
09.12.2022;Aachen;1007.2;0
10.12.2022;Aachen;1011.2;0
11.12.2022;Aachen;1011.8;0
12.12.2022;Aachen;1013.1;0
13.12.2022;Aachen;1009.8;0
14.12.2022;Aachen;1003.8;0
15.12.2022;Aachen;1009;0
16.12.2022;Aachen;1015.3;0
17.12.2022;Aachen;1026.2;0
18.12.2022;Aachen;1025.8;0
19.12.2022;Aachen;1018.4;0
20.12.2022;Aachen;1013.5;0
21.12.2022;Aachen;1011.1;0
22.12.2022;Aachen;1005.5;0
23.12.2022;Aachen;1005.2;0
24.12.2022;Aachen;1013.1;0
25.12.2022;Aachen;1012.7;0
26.12.2022;Aachen;1016;0
27.12.2022;Aachen;1025.1;0
28.12.2022;Aachen;1012.7;0
29.12.2022;Aachen;1006.4;0
30.12.2022;Aachen;1007.9;0
31.12.2022;Aachen;1008.9;0
01.01.2023;Aachen;1014.6;0
02.01.2023;Aachen;1017.5;0
03.01.2023;Aachen;1027.2;0
04.01.2023;Aachen;1019.2;0
05.01.2023;Aachen;1021;0
06.01.2023;Aachen;1019.3;0
07.01.2023;Aachen;1012.3;0
08.01.2023;Aachen;1001.7;0
09.01.2023;Aachen;1001;0
10.01.2023;Aachen;1016.3;0
11.01.2023;Aachen;1012.1;0
12.01.2023;Aachen;1009.6;0
13.01.2023;Aachen;1010.1;0
14.01.2023;Aachen;1007.8;0
15.01.2023;Aachen;1002.3;0
16.01.2023;Aachen;985.6;0
17.01.2023;Aachen;988.4;0
18.01.2023;Aachen;997.3;0
19.01.2023;Aachen;1006.9;0
20.01.2023;Aachen;1015.4;0
21.01.2023;Aachen;1029.7;0
22.01.2023;Aachen;1032.1;0
23.01.2023;Aachen;1035.5;0
24.01.2023;Aachen;1037.6;0
25.01.2023;Aachen;1033.6;0
26.01.2023;Aachen;1024.9;0
27.01.2023;Aachen;1025.6;0
28.01.2023;Aachen;1030.2;0
29.01.2023;Aachen;1028.5;0
30.01.2023;Aachen;1021.5;0
31.01.2023;Aachen;1024.7;0
01.02.2023;Aachen;1022.2;0
02.02.2023;Aachen;1025.6;0
03.02.2023;Aachen;1028.8;0
04.02.2023;Aachen;1036;0
05.02.2023;Aachen;1038.6;0
06.02.2023;Aachen;1041.3;0
07.02.2023;Aachen;1039.5;0
08.02.2023;Aachen;1036.9;0
09.02.2023;Aachen;1033.8;0
10.02.2023;Aachen;1037.8;0
11.02.2023;Aachen;1036.7;0
12.02.2023;Aachen;1038.7;0
13.02.2023;Aachen;1036.7;0
14.02.2023;Aachen;1033.7;0
15.02.2023;Aachen;1027.4;0
16.02.2023;Aachen;1024.2;0
17.02.2023;Aachen;1022.5;0
18.02.2023;Aachen;1022.1;0
19.02.2023;Aachen;1024.1;0
20.02.2023;Aachen;1025.4;0
21.02.2023;Aachen;1020.2;0
22.02.2023;Aachen;1013.1;0
23.02.2023;Aachen;1015;0
24.02.2023;Aachen;1010.7;0
25.02.2023;Aachen;1011.8;0
26.02.2023;Aachen;1022.8;0
27.02.2023;Aachen;1028.7;0
28.02.2023;Aachen;1029.9;0
01.03.2023;Aachen;1026.9;0
02.03.2023;Aachen;1022.5;0
03.03.2023;Aachen;1025.1;0
04.03.2023;Aachen;1025.6;0
05.03.2023;Aachen;1018.1;0
06.03.2023;Aachen;1007.1;0
07.03.2023;Aachen;999.9;0
08.03.2023;Aachen;994.6;0
09.03.2023;Aachen;994.8;0
10.03.2023;Aachen;992.1;0
11.03.2023;Aachen;1011.2;0
12.03.2023;Aachen;1010.1;0
13.03.2023;Aachen;999.3;0
14.03.2023;Aachen;999.4;0
15.03.2023;Aachen;1017.3;0
16.03.2023;Aachen;1014.7;0
17.03.2023;Aachen;1008.8;0
18.03.2023;Aachen;1011;0
19.03.2023;Aachen;1015.1;0
20.03.2023;Aachen;1020.2;0
21.03.2023;Aachen;1014.6;0
22.03.2023;Aachen;1008.8;0
23.03.2023;Aachen;1005;0
24.03.2023;Aachen;1003.4;0
25.03.2023;Aachen;1007;0
26.03.2023;Aachen;1014.4;0
27.03.2023;Aachen;1020.8;0
28.03.2023;Aachen;1025.7;0
29.03.2023;Aachen;1015.1;0
30.03.2023;Aachen;1008.8;0
31.03.2023;Aachen;998.8;0
01.04.2023;Aachen;999.2;0
02.04.2023;Aachen;1017.8;0
03.04.2023;Aachen;1029.3;0
04.04.2023;Aachen;1028;0
05.04.2023;Aachen;1022.9;0
06.04.2023;Aachen;1017;0
07.04.2023;Aachen;1017.6;0
08.04.2023;Aachen;1024.3;0
09.04.2023;Aachen;1024.2;0
10.04.2023;Aachen;1017.2;0
11.04.2023;Aachen;1013.4;0
12.04.2023;Aachen;1001.5;0
13.04.2023;Aachen;1003.6;0
14.04.2023;Aachen;1008.9;0
15.04.2023;Aachen;1012.1;0
16.04.2023;Aachen;1023.2;0
17.04.2023;Aachen;1025.4;0
18.04.2023;Aachen;1024.8;0
19.04.2023;Aachen;1024;0
20.04.2023;Aachen;1017.8;0
21.04.2023;Aachen;1012.1;0
22.04.2023;Aachen;1007.9;0
23.04.2023;Aachen;1006;0
24.04.2023;Aachen;1007.1;0
25.04.2023;Aachen;1014.9;0
26.04.2023;Aachen;1019.9;0
27.04.2023;Aachen;1019.1;0
28.04.2023;Aachen;1012.2;0
29.04.2023;Aachen;1018.8;0
30.04.2023;Aachen;1021.6;0
01.05.2023;Aachen;1016.3;0
02.05.2023;Aachen;1024.5;0
03.05.2023;Aachen;1026.8;0
04.05.2023;Aachen;1018.6;0
05.05.2023;Aachen;1017.1;0
06.05.2023;Aachen;1016.9;0
07.05.2023;Aachen;1017.1;0
08.05.2023;Aachen;1020.8;0
09.05.2023;Aachen;1013.9;0
10.05.2023;Aachen;1012;0
11.05.2023;Aachen;1015.5;0
12.05.2023;Aachen;1016.2;0
13.05.2023;Aachen;1019.6;0
14.05.2023;Aachen;1017.6;0
15.05.2023;Aachen;1015.4;0
16.05.2023;Aachen;1021.2;0
17.05.2023;Aachen;1026.5;0
18.05.2023;Aachen;1026.8;0
19.05.2023;Aachen;1024.4;0
20.05.2023;Aachen;1020.6;0
21.05.2023;Aachen;1016.1;0
22.05.2023;Aachen;1015.4;0
23.05.2023;Aachen;1021.2;0
24.05.2023;Aachen;1024.2;0
25.05.2023;Aachen;1026.4;0
26.05.2023;Aachen;1028.3;0
27.05.2023;Aachen;1025.1;0
28.05.2023;Aachen;1019.8;0
29.05.2023;Aachen;1022.7;0
30.05.2023;Aachen;1025.2;0
31.05.2023;Aachen;1023.3;0
01.06.2023;Aachen;1021.1;0
02.06.2023;Aachen;1020.6;0
03.06.2023;Aachen;1019.9;0
04.06.2023;Aachen;1020.6;0
05.06.2023;Aachen;1020.1;0
06.06.2023;Aachen;1019.2;0
07.06.2023;Aachen;1019;0
08.06.2023;Aachen;1015.9;0
09.06.2023;Aachen;1013.2;0
10.06.2023;Aachen;1013.7;0
11.06.2023;Aachen;1014.8;0
12.06.2023;Aachen;1014.5;0
13.06.2023;Aachen;1013;0
14.06.2023;Aachen;1015.2;0
15.06.2023;Aachen;1018.5;0
16.06.2023;Aachen;1018.1;0
17.06.2023;Aachen;1015.3;0
18.06.2023;Aachen;1011.9;0
19.06.2023;Aachen;1012.3;0
20.06.2023;Aachen;1011.3;0
21.06.2023;Aachen;1016.3;0
22.06.2023;Aachen;1016.1;0
23.06.2023;Aachen;1022.6;0
24.06.2023;Aachen;1024.3;0
25.06.2023;Aachen;1017.7;0
26.06.2023;Aachen;1017.6;0
27.06.2023;Aachen;1020.8;0
28.06.2023;Aachen;1018.8;0
29.06.2023;Aachen;1015.2;0
30.06.2023;Aachen;1014;0
01.07.2023;Aachen;1007.4;0
02.07.2023;Aachen;1011.1;0
03.07.2023;Aachen;1012.5;0
04.07.2023;Aachen;1012.9;0
05.07.2023;Aachen;1010.9;0
06.07.2023;Aachen;1018.3;0
07.07.2023;Aachen;1019;0
08.07.2023;Aachen;1016.6;0
09.07.2023;Aachen;1018.7;0
10.07.2023;Aachen;1021.2;0
11.07.2023;Aachen;1013.8;0
12.07.2023;Aachen;1012.4;0
13.07.2023;Aachen;1017.5;0
14.07.2023;Aachen;1014.5;0
15.07.2023;Aachen;1007;0
16.07.2023;Aachen;1013.7;0
17.07.2023;Aachen;1019.1;0
18.07.2023;Aachen;1019.7;0
19.07.2023;Aachen;1014.4;0
20.07.2023;Aachen;1015.1;0
21.07.2023;Aachen;1012.6;0
22.07.2023;Aachen;1014.3;0
23.07.2023;Aachen;1008.9;0
24.07.2023;Aachen;1005.3;0
25.07.2023;Aachen;1007.9;0
26.07.2023;Aachen;1013.5;0
27.07.2023;Aachen;1007.8;0
28.07.2023;Aachen;1008;0
29.07.2023;Aachen;1008.9;0
30.07.2023;Aachen;1012.8;0
31.07.2023;Aachen;1009.9;0
01.08.2023;Aachen;1002.3;0
02.08.2023;Aachen;996.5;0
03.08.2023;Aachen;1000.5;0
04.08.2023;Aachen;1014.1;0
05.08.2023;Aachen;1013.5;0
06.08.2023;Aachen;1008.4;0
07.08.2023;Aachen;1016.9;0
08.08.2023;Aachen;1016;0
09.08.2023;Aachen;1016.4;0
10.08.2023;Aachen;1021.4;0
11.08.2023;Aachen;1020.1;0
12.08.2023;Aachen;1017.3;0
13.08.2023;Aachen;1017.3;0
14.08.2023;Aachen;1014.8;0
15.08.2023;Aachen;1015.8;0
16.08.2023;Aachen;1019.7;0
17.08.2023;Aachen;1018.3;0
18.08.2023;Aachen;1015.3;0
19.08.2023;Aachen;1015.6;0
20.08.2023;Aachen;1022.3;0
21.08.2023;Aachen;1023.1;0
22.08.2023;Aachen;1021.2;0
23.08.2023;Aachen;1020.2;0
24.08.2023;Aachen;1014.3;0
25.08.2023;Aachen;1009.3;0
26.08.2023;Aachen;1011.5;0
27.08.2023;Aachen;1010.3;0
28.08.2023;Aachen;1012.6;0
29.08.2023;Aachen;1012.3;0
30.08.2023;Aachen;1008.3;0
31.08.2023;Aachen;1011.3;0
01.09.2023;Aachen;1013.1;0
02.09.2023;Aachen;1019.7;0
03.09.2023;Aachen;1026.6;0
04.09.2023;Aachen;1024.7;0
05.09.2023;Aachen;1018.9;0
06.09.2023;Aachen;1019.2;0
07.09.2023;Aachen;1018.4;0
08.09.2023;Aachen;1017.3;0
09.09.2023;Aachen;1017.2;0
10.09.2023;Aachen;1017.3;0
11.09.2023;Aachen;1013.9;0
12.09.2023;Aachen;1013;0
13.09.2023;Aachen;1017.1;0
14.09.2023;Aachen;1022.3;0
15.09.2023;Aachen;1017.9;0
16.09.2023;Aachen;1013.9;0
17.09.2023;Aachen;1012.3;0
18.09.2023;Aachen;1006.5;0
19.09.2023;Aachen;1011.4;0
20.09.2023;Aachen;1008.3;0
21.09.2023;Aachen;998.7;0
22.09.2023;Aachen;1002.1;0
23.09.2023;Aachen;1015.1;0
24.09.2023;Aachen;1024.7;0
25.09.2023;Aachen;1022.6;0
26.09.2023;Aachen;1021;0
27.09.2023;Aachen;1018.7;0
28.09.2023;Aachen;1017.1;0
29.09.2023;Aachen;1018.3;0
30.09.2023;Aachen;1026.8;0
01.10.2023;Aachen;1024.2;0
02.10.2023;Aachen;1019.7;0
03.10.2023;Aachen;1016.4;0
04.10.2023;Aachen;1027.4;0
05.10.2023;Aachen;1026.1;0
06.10.2023;Aachen;1025.4;0
07.10.2023;Aachen;1023.7;0
08.10.2023;Aachen;1025;0
09.10.2023;Aachen;1021.4;0
10.10.2023;Aachen;1019.8;0
11.10.2023;Aachen;1015.3;0
12.10.2023;Aachen;1014;0
13.10.2023;Aachen;1008.5;0
14.10.2023;Aachen;1012.4;0
15.10.2023;Aachen;1022.4;0
16.10.2023;Aachen;1022.9;0
17.10.2023;Aachen;1017.5;0
18.10.2023;Aachen;1005.2;0
19.10.2023;Aachen;992;0
20.10.2023;Aachen;981.2;0
21.10.2023;Aachen;991.9;0
22.10.2023;Aachen;1006.4;0
23.10.2023;Aachen;1010.5;0
24.10.2023;Aachen;1004;0
25.10.2023;Aachen;997.1;0
26.10.2023;Aachen;995.8;0
27.10.2023;Aachen;993.3;0
28.10.2023;Aachen;996.9;0
29.10.2023;Aachen;995.2;0
30.10.2023;Aachen;998.9;0
31.10.2023;Aachen;1003;0
01.11.2023;Aachen;1001.4;0
02.11.2023;Aachen;982.1;0
03.11.2023;Aachen;986.2;0
04.11.2023;Aachen;981;0
05.11.2023;Aachen;980.1;0
06.11.2023;Aachen;1001.8;0
07.11.2023;Aachen;1010.6;0
08.11.2023;Aachen;1012.1;0
09.11.2023;Aachen;1002.3;0
10.11.2023;Aachen;998;0
11.11.2023;Aachen;1005.9;0
12.11.2023;Aachen;1007.2;0
13.11.2023;Aachen;1004.1;0
14.11.2023;Aachen;1005.6;0
15.11.2023;Aachen;1015.3;0
16.11.2023;Aachen;1013.7;0
17.11.2023;Aachen;1020.2;0
18.11.2023;Aachen;1019.9;0
19.11.2023;Aachen;1010.9;0
20.11.2023;Aachen;1010.1;0
21.11.2023;Aachen;1016.8;0
22.11.2023;Aachen;1029;0
23.11.2023;Aachen;1023;0
24.11.2023;Aachen;1013.4;0
25.11.2023;Aachen;1014.2;0
26.11.2023;Aachen;1016.2;0
27.11.2023;Aachen;1000.6;0
28.11.2023;Aachen;1004.5;0
29.11.2023;Aachen;1004.9;0
30.11.2023;Aachen;1002.1;0
01.12.2023;Aachen;1006.2;0
02.12.2023;Aachen;1014.3;0
03.12.2023;Aachen;1020.1;0
04.12.2023;Aachen;1006.5;0
05.12.2023;Aachen;1002.5;0
06.12.2023;Aachen;1015.9;0
07.12.2023;Aachen;1017.6;0
08.12.2023;Aachen;1008.8;0
09.12.2023;Aachen;1004.4;0
10.12.2023;Aachen;1004.9;0
11.12.2023;Aachen;1004.4;0
12.12.2023;Aachen;1004.3;0
13.12.2023;Aachen;999.1;0
14.12.2023;Aachen;1018.1;0
15.12.2023;Aachen;1034.6;0
16.12.2023;Aachen;1040.7;0
17.12.2023;Aachen;1037.9;0
18.12.2023;Aachen;1032.9;0
19.12.2023;Aachen;1021.9;0
20.12.2023;Aachen;1016.6;0
21.12.2023;Aachen;1004;0
22.12.2023;Aachen;1006.3;0
