"Date","name","Close","High","Low","Open","Volume"
"2020-08-07","apple",108.203773498535,110.699191763578,107.405239950908,110.241494346706,198045600
"2020-08-10","google",74.4848861694336,74.9989232744514,73.5229781582979,74.1853159324359,20546000
"2020-08-10","apple",109.776481628418,110.796560407546,107.120382169873,109.652316989772,212403600
"2020-08-11","google",73.6747665405273,75.1626557930458,73.5578253231026,74.3445608220842,31098000
"2020-08-11","apple",106.511749267578,109.537898440791,106.251250177677,109.03881778752,187902400
"2020-08-12","google",75.0034103393555,75.2238605844273,73.8967019688904,74.0022003915483,22512000
"2020-08-12","apple",110.051612854004,110.3096750581,107.410119515812,107.604880920147,165598000
"2020-08-13","google",75.4716796875,76.4828519189057,75.051690512284,75.051690512284,22388000
"2020-08-13","apple",111.999214172363,113.004686072223,110.945048225038,111.434395912298,210082000
"2020-08-14","google",74.87353515625,75.6279316898965,74.5933728168948,75.3203962515529,21942000
"2020-08-14","apple",111.8994140625,111.989491377687,110.085668241146,111.823943477902,165565200
"2020-08-17","google",75.4512710571289,75.8264837315218,74.891948664715,75.4378388761919,19990000
"2020-08-17","apple",111.607269287109,113.048528679751,110.979157556358,113.024181651189,119561600
"2020-08-18","google",77.4188690185547,77.4979890440524,75.7214863064791,75.942923667668,28378000
"2020-08-18","apple",112.537292480469,112.963339558545,111.022999140062,111.358968881807,105633600
"2020-08-19","google",76.8630294799805,78.0697618125691,76.6336269490245,77.2551519976432,30472000
"2020-08-19","apple",112.678466796875,114.09537909959,112.583523048165,112.946269240121,145538000
"2020-08-20","google",78.4374923706055,78.6325589080255,76.357934257102,76.6321208147601,26382000
"2020-08-20","apple",115.178764343262,115.29318869148,112.70281937423,112.719863037292,126907200
"2020-08-21","google",78.4036636352539,79.215281725408,77.7438162828371,78.216053499772,34838000
"2020-08-21","apple",121.114204406738,121.598678312606,116.128234755551,116.140404554621,338054800
"2020-08-24","google",78.8803863525391,80.0562679639464,78.3772907711375,79.24464222333,25638000
"2020-08-24","apple",122.562767028809,125.413635502712,120.693031083793,125.328417185435,345937600
"2020-08-25","google",79.9104537963867,80.0612298277634,78.518602034716,78.6290739328124,25150000
"2020-08-25","apple",121.557281494141,121.902991440427,119.831183553608,121.433124289,211495600
"2020-08-26","google",81.8153381347656,82.2462840692637,79.6681104371371,79.9328435885119,52188000
"2020-08-26","apple",123.210350036621,123.668047405386,121.808044469286,122.876817306951,163022400
"2020-08-27","google",81.0385589599609,82.0074223292056,80.5553649493553,81.9387504040073,31350000
"2020-08-27","apple",121.737449645996,124.147656805171,120.590769274567,123.814124070302,155552400
"2020-08-28","google",81.5814590454102,81.6770029255104,80.8937526780355,81.085835133324,22418000
"2020-08-28","apple",121.540267944336,123.13246125063,121.3162856595,122.713717576114,187630000
"2020-08-31","google",81.0888290405273,81.8337646346118,80.8798291503342,81.7874847315881,26422000
"2020-08-31","apple",125.661956787109,127.570654026688,122.701545094371,124.240185300104,225702700
"2020-09-01","google",82.360237121582,82.566252901596,81.0888193761647,81.2196939148762,22652000
"2020-09-01","apple",130.667388916016,131.271168475949,127.112945645435,129.284563881512,151948100
"2020-09-02","google",85.4609146118164,85.8943435073791,82.6145224678131,83.0036608558985,49522000
"2020-09-02","apple",127.960174560547,134.367923586576,123.675364718752,133.988133690869,200119000
"2020-09-03","google",81.0878295898438,84.5955574957836,80.0030120217837,84.571669625993,63726000
"2020-09-03","apple",117.715591430664,125.46721304968,117.345541774439,123.587743869927,257599600
"2020-09-04","google",78.6843109130859,81.3605113433188,76.5325957135168,80.0671951842937,55850000
"2020-09-04","apple",117.793479919434,120.461749477867,107.987095033364,116.926779142099,332607200
"2020-09-08","google",75.817512512207,77.4074071691165,75.4641983700652,75.8871791270262,54032000
"2020-09-08","apple",109.866584777832,115.875064025671,109.730250308294,110.967000833294,231366600
"2020-09-09","google",76.9934005737305,77.5651604161043,75.8956444556493,77.0764993747257,39242000
"2020-09-09","apple",114.248756408691,116.021111525796,112.242686174405,114.190329486813,176940500
"2020-09-10","google",75.9394302368164,78.3086039728607,75.6383717385281,77.1401941869996,33024000
"2020-09-10","apple",110.519020080566,117.345512119,109.554938700311,117.209177678547,182274400
"2020-09-11","google",75.4273834228516,76.5689212707306,74.2957925254027,76.0439348945916,30706000
"2020-09-11","apple",109.068031311035,112.213478697364,107.120387894767,111.570752803753,180860300
"2020-09-14","google",75.0825271606445,77.4795675474709,74.8974151744353,76.2180968260759,42660000
"2020-09-14","apple",112.340065002441,112.895143040142,109.847083981144,111.716819747117,140150100
"2020-09-15","google",76.3907775878906,77.18050476355,75.7428817865187,76.0310016803748,23042000
"2020-09-15","apple",112.51537322998,115.719247888145,110.635896832628,115.232336981366,184642000
"2020-09-16","google",75.244758605957,77.3486981951517,75.2198760422988,76.7570292524075,22128000
"2020-09-16","apple",109.194633483887,112.963326446035,109.106993089955,112.213486944715,154679000
"2020-09-17","google",73.9982223510742,74.5764591644742,72.7750737743909,73.9370144281714,40008000
"2020-09-17","apple",107.451477050781,109.262785910042,105.864150439566,106.847712384141,178011000
"2020-09-18","google",72.2092666625977,74.404277758638,71.2404032827977,74.060918128906,63056000
"2020-09-18","apple",104.043128967285,107.977370362734,103.312762537108,107.509940008037,287104900
"2020-09-21","google",71.1667633056641,71.6603978609464,69.8002951412346,71.2404087126211,56908000
"2020-09-21","apple",107.198303222656,107.305424212727,100.401023935724,101.803329675073,195713800
"2020-09-22","google",72.6436920166016,72.8502089435568,71.1349065922819,72.1709536771903,33950000
"2020-09-22","apple",108.883010864258,109.905526705313,106.302389090521,109.730238487694,183055400
"2020-09-23","google",70.1341934204102,72.3083008874273,69.8002947599464,72.2590369016836,37726000
"2020-09-23","apple",104.315795898438,109.175164693657,103.974952318141,108.697994082781,150718700
"2020-09-24","google",70.8044815063477,71.5573821324961,69.7739091004015,69.8002875018622,34552000
"2020-09-24","apple",105.386985778809,107.363842645114,102.251278709633,102.416826615851,167743300
"2020-09-25","google",71.6106414794922,71.9529988526711,70.0491067361239,70.91347406076,30326000
"2020-09-25","apple",109.340721130371,109.49653619974,104.851401602161,105.591508322321,149981400
"2020-09-28","google",72.5859680175781,73.2990580907803,71.96991766343,73.2493005572153,30784000
"2020-09-28","apple",111.950546264648,112.30112268519,109.827614575669,111.999240323484,137672400
"2020-09-29","google",72.9522247314453,73.2497980329707,72.354078856792,72.8472274460793,31816000
"2020-09-29","apple",111.103332519531,112.291396378317,110.596948421029,111.551297113558,99382200
"2020-09-30","google",72.9313201904297,73.9564180618815,72.4416644288499,72.6994271428597,40924000
"2020-09-30","apple",112.778282165527,114.19032800652,110.645617818262,110.81116571455,142675200
"2020-10-01","google",74.0410003662109,74.3977997273506,73.4886409381176,73.8300111376945,32884000
"2020-10-01","apple",113.732635498047,114.638289962406,112.797767571881,114.560382444475,116120400
"2020-10-02","google",72.4337005615234,73.5996275418768,72.0231648173944,72.6342417333694,31222000
"2020-10-02","apple",110.061317443848,112.349804219961,109.28226459701,109.934723306525,144712000
"2020-10-05","google",73.7887115478516,73.8817648810153,72.6571207532319,72.7845100449894,21602000
"2020-10-05","apple",113.450233459473,113.596308207372,110.577462279363,110.928038702452,106243800
"2020-10-06","google",72.2057952880859,73.8728208618756,71.9067261392788,73.4239703631467,26096000
"2020-10-06","apple",110.197677612305,113.080189226721,109.311496214833,112.671178427296,161498200
"2020-10-07","google",72.6098556518555,73.0990178397082,71.3205182182748,72.6183143566033,36108000
"2020-10-07","apple",112.067428588867,112.525126081044,111.142293304983,111.61947139622,96849000
"2020-10-08","google",73.8185806274414,74.0474819964559,72.9238561559873,72.9238561559873,26076000
"2020-10-08","apple",111.960296630859,113.352862140556,111.590239581637,113.206787380582,83477200
"2020-10-09","google",75.1631469726562,75.2328135940458,73.9962253695614,74.287830484313,32966000
"2020-10-09","apple",113.907936096191,113.937149561178,111.911598452525,112.262174891702,100506900
"2020-10-12","google",77.8572692871094,79.0430977213908,76.1011616442841,76.5340969965715,55344000
"2020-10-12","apple",121.143417358398,121.902997073032,116.157447728195,116.917027442828,240226800
"2020-10-13","google",77.9806747436523,78.8808737606129,77.5606856413275,78.4753115330063,39072000
"2020-10-13","apple",117.929817199707,122.107513567415,116.517778577073,121.990652278016,262330500
"2020-10-14","google",77.8000411987305,78.815685665604,76.9272152096971,78.3553923950063,33174000
"2020-10-14","apple",118.017471313477,119.809299935057,116.488571319967,117.832442786152,150712000
"2020-10-15","google",77.403434753418,78.1961459815944,76.6898511386174,76.8575445789212,31210000
"2020-10-15","apple",117.550018310547,118.027188870526,115.057037097971,115.612115178261,112559200
"2020-10-16","google",78.0120391845703,78.5101536902644,77.5124288395198,77.7199328899399,34194000
"2020-10-16","apple",115.904266357422,118.368041730886,115.699764672764,118.10510568656,115393800
"2020-10-19","google",76.1335067749023,78.8196694818718,75.7836854192167,78.4215712452968,29734000
"2020-10-19","apple",112.943832397461,117.26759524777,112.632209782757,116.819638203487,120639300
"2020-10-20","google",77.1849822998047,78.3175679379068,75.6632582776378,75.7931381203553,41670000
"2020-10-20","apple",114.433776855469,115.865295778192,112.602987515532,113.158065523356,124423700
"2020-10-21","google",78.9221725463867,80.3727416469049,77.9841599319722,78.1190132450576,60322000
"2020-10-21","apple",113.810562133789,115.602390769179,113.401551310779,113.615793306244,89946000
"2020-10-22","google",79.9507598876953,80.2871490655991,78.4987024625845,78.8729128335527,30512000
"2020-10-22","apple",112.719856262207,114.949908737702,111.590219579213,114.375350099374,101988000
"2020-10-23","google",81.2605056762695,81.3172336732947,80.2120134437415,80.3682717024459,30548000
"2020-10-23","apple",112.028450012207,113.498922869394,111.288343434927,113.343107830105,82572600
"2020-10-26","google",78.8375778198242,81.0912986260321,78.0160052714377,80.3657710976506,35826000
"2020-10-26","apple",112.038192749023,113.498925340642,109.924993953266,111.025417260607,111850700
"2020-10-27","google",79.5636215209961,79.7188775013099,78.4743315310779,79.0684910879593,25902000
"2020-10-27","apple",113.54761505127,114.209814141298,111.541544615157,112.466672309758,92276800
"2020-10-28","google",75.1805648803711,77.320829774363,75.0651195068008,77.1317389996971,45174000
"2020-10-28","apple",108.288963317871,112.408232121149,108.191582639875,112.038182572897,143937800
"2020-10-29","google",77.4736022949219,79.0590171536165,75.4666948917647,75.4900816155432,55406000
"2020-10-29","apple",112.301116943359,113.868970457931,109.262790597238,109.428345931013,146129200
"2020-10-30","google",80.4210052490234,83.6659966962068,79.6974670927325,82.9752986633924,99878000
"2020-10-30","apple",106.010215759277,109.058274571517,104.90005977375,108.152620222306,190272600
"2020-11-02","google",80.8295669555664,82.5174963133176,80.3279596477976,80.7907510648394,44228000
"2020-11-02","apple",105.922592163086,107.78259533653,104.510553548335,106.253695433032,122866900
"2020-11-03","google",81.8914794921875,82.5553056012355,80.2219634718877,81.1500291988353,31432000
"2020-11-03","apple",107.548858642578,108.571366852998,105.883624617321,106.789278992075,107624400
"2020-11-04","google",86.8771514892578,88.0803985069962,84.7448440288857,84.8732280391839,71342000
"2020-11-04","apple",111.940795898438,112.564041161193,109.408861089784,111.152002738003,138235500
"2020-11-05","google",87.7056884765625,89.164716437776,86.6372947657996,88.101296202775,39758000
"2020-11-05","apple",115.913986206055,116.488544825115,113.810535370896,114.862257073641,126387100
"2020-11-06","google",87.5678482055664,88.004261198061,86.4208280566454,87.1503420134426,28622000
"2020-11-06","apple",115.782325744629,116.279826367292,113.285035758221,115.421387353442,114457900
"2020-11-09","google",87.6519393920898,90.4122410562724,87.4593633847204,89.3717216504735,53440000
"2020-11-09","apple",113.470375061035,119.001468772465,113.206992835843,117.547973097726,154515300
"2020-11-10","google",86.4725799560547,87.5504269994858,85.3977169978929,86.0769722547366,43022000
"2020-11-10","apple",113.128944396973,114.709252542239,111.334017223444,112.719235429125,138023400
"2020-11-11","google",86.9458236694336,87.7255887268936,86.7383120401727,87.0040399108454,31838000
"2020-11-11","apple",116.562690734863,116.699260371238,113.587415151002,114.319041392646,112295000
"2020-11-12","google",86.7263641357422,87.8290937458592,86.4850176966425,86.6855588576638,26474000
"2020-11-12","apple",116.289566040039,117.577228089053,115.665245497637,116.689525341337,103162300
"2020-11-13","google",88.1913528442383,88.4336939582727,86.3859889942169,86.9841271981569,29744000
"2020-11-13","apple",116.338356018066,116.738307917828,114.982409003466,116.513946653751,81581900
"2020-11-16","google",88.2794418334961,89.2901128128457,87.6474611546116,87.7872955454315,25468000
"2020-11-16","apple",117.352867126465,118.025958293862,115.255536810691,116.006669906695,91183000
"2020-11-17","google",87.6638793945312,88.4341985756444,87.5558980335198,87.9724019077593,21314000
"2020-11-17","apple",116.46516418457,117.71380535007,116.045698095302,116.621248051502,74271000
"2020-11-18","google",86.6178817749023,87.8300885920422,86.5148738844364,87.4140782498009,20108000
"2020-11-18","apple",115.138488769531,116.884638074296,115.109224903151,115.704281661185,76322100
"2020-11-19","google",87.5101165771484,87.7549482485457,86.0894110233465,86.249146908199,20106000
"2020-11-19","apple",115.733528137207,116.143237089949,113.948358131348,114.709248312865,74113000
"2020-11-20","google",86.4058990478516,87.9972897320132,86.3372271199012,87.6808020463762,27694000
"2020-11-20","apple",114.465362548828,115.860330236619,114.416591930751,115.733517698634,73604300
"2020-11-23","google",85.9669952392578,86.8841117193512,85.1021344211036,86.5969865231046,22530000
"2020-11-23","apple",111.060882568359,114.738528658809,110.963333873232,114.309305469263,127959300
"2020-11-24","google",87.7753524780273,87.9037364866795,85.6271223299394,85.9640126597171,27984000
"2020-11-24","apple",112.348526000977,113.011867436952,109.831729896026,111.119399250408,113874200
"2020-11-25","google",87.7867965698242,88.0978096448388,87.0020504442686,87.9699267783985,19600000
"2020-11-25","apple",113.187484741211,113.889847302957,112.348552508291,112.71924799504,76499200
"2020-11-27","google",88.9258499145508,89.4229772742151,87.8071975606453,87.8071975606453,14790000
"2020-11-27","apple",113.733741760254,114.611694795191,113.372810887687,113.714235000583,46691300
"2020-11-30","google",87.3026123046875,88.5934380093625,86.9761700770676,88.3600567219573,32418000
"2020-11-30","apple",116.133476257324,118.006437668929,113.948347167965,114.104431006843,169410200
"2020-12-01","google",89.3408660888672,90.6525956066858,87.7320568249101,87.9126964967474,37350000
"2020-12-01","apple",119.713577270508,120.445203591073,117.069968391963,118.045470152717,127728200
"2020-12-02","google",90.8143157958984,91.2009712332178,88.8337867969917,89.340861082362,29424000
"2020-12-02","apple",120.064765930176,120.3476623514,117.928414560317,119.030728938892,89004200
"2020-12-03","google",90.658561706543,91.7528249369962,90.4177088364343,90.593868564887,24728000
"2020-12-03","apple",119.928184509277,120.747602386267,119.216064974999,120.493969853752,78967600
"2020-12-04","google",90.7541198730469,91.0397492501524,90.2480326355356,90.5779601168502,20544000
"2020-12-04","apple",119.255096435547,119.850153135859,118.542976838578,119.596520581016,78260400
"2020-12-07","google",90.4192123413086,91.0292945353592,89.7230396657697,90.3455593451508,22288000
"2020-12-07","apple",120.718330383301,121.518241446525,119.255077893806,119.31360561179,86712000
"2020-12-08","google",90.1355667114258,90.3664650627766,89.1378419434574,89.9957399121188,19936000
"2020-12-08","apple",121.332939147949,121.918246316737,120.074540643039,121.323189486295,82225500
"2020-12-09","google",88.4700241088867,90.9835122321933,87.680798116927,90.0872919795764,31728000
"2020-12-09","apple",118.796607971191,122.864448689556,118.035717758259,121.479237920243,115089200
"2020-12-10","google",87.9619522094727,88.3272027062051,86.2640685364411,87.7106512419684,28688000
"2020-12-10","apple",120.220832824707,120.835403686507,117.206536008692,117.547960130532,81312200
"2020-12-11","google",88.3177490234375,88.4426553837885,87.2200005536095,87.5812722690589,18628000
"2020-12-11","apple",119.411178588867,119.75260272945,117.596744650354,119.43068535012,86939800
"2020-12-14","google",87.1961212158203,89.0641890329693,87.040364108191,88.1147335534108,33050000
"2020-12-14","apple",118.796607971191,120.32814549895,118.562489623171,119.596519149209,79184500
"2020-12-15","google",87.6350250244141,87.7803264440553,86.6691456825734,87.5743106561317,21352000
"2020-12-15","apple",124.747161865234,124.766676068146,121.089030280608,121.293884756249,157243700
"2020-12-16","google",87.4414520263672,88.0346168617297,87.0368920290795,88.0346168617297,24676000
"2020-12-16","apple",124.678886413574,125.225165056352,123.459509127024,124.288691635869,98208600
"2020-12-17","google",86.6114120483398,87.915183959613,86.1456441743152,87.776845411222,34880000
"2020-12-17","apple",125.547073364258,126.405519675082,124.903238631139,125.742170738997,94359800
"2020-12-18","google",85.9003143310547,87.0020492808086,85.3419866427472,86.8930732165284,85256000
"2020-12-18","apple",123.55704498291,125.937271437155,123.030273188488,125.800701798877,192541500
"2020-12-21","google",86.3153305053711,86.4367516490652,84.2969801901989,85.0498808795953,33974000
"2020-12-21","apple",125.088577270508,125.166619191736,120.425680393185,121.957217745475,121251600
"2020-12-22","google",85.6017456054688,86.2182971221686,84.8831808912313,86.0550760061083,20370000
"2020-12-22","apple",128.649230957031,131.117250256606,126.473850400504,128.385841203307,168904800
"2020-12-23","google",86.0003356933594,86.7905564056755,85.6505067433365,85.7863623513806,22974000
"2020-12-23","apple",127.75170135498,129.185675071955,127.576103319551,128.922300346272,88223700
"2020-12-24","google",86.2954254150391,86.7059611352974,85.8072579193184,86.0386498134341,9312000
"2020-12-24","apple",128.736968994141,130.190471981185,127.888287222598,128.10289880149,54930100
"2020-12-28","google",88.2759628295898,88.9248609642471,86.6766144648871,86.83037459813,27650000
"2020-12-28","apple",133.341369628906,133.975439969528,130.239265555068,130.707517228276,124486200
"2020-12-29","google",87.4698104858398,88.9980038214907,87.3379412530513,88.9363023540157,19726000
"2020-12-29","apple",131.565902709961,135.389867389952,131.048888026504,134.668005695677,121047300
"2020-12-30","google",86.3994293212891,87.9674332732881,85.9888935947524,87.8300894180419,21026000
"2020-12-30","apple",130.444122314453,132.658515915022,130.131954544779,132.258556541994,96452100
"2020-12-31","google",87.2150344848633,87.4568744796973,86.3914648974322,86.4501898745137,21070000
"2020-12-31","apple",129.439315795898,131.439097147295,128.493078008433,130.795262488508,99116600
"2021-01-04","google",85.8958358764648,87.705178585084,84.95085279668,87.5812745096826,37324000
"2021-01-04","apple",126.239685058594,130.336789432206,123.654603932213,130.248997847087,143301900
"2021-01-05","google",86.5885314941406,86.9259153833467,85.4365378377414,85.8440894968517,20360000
"2021-01-05","apple",127.800476074219,128.512603053106,125.283679828846,125.732417173282,97664900
"2021-01-06","google",85.7341079711914,86.783594836944,84.4014822811561,84.608492760558,46588000
"2021-01-06","apple",123.498519897461,127.839507144688,123.283908321948,124.591084535305,155088000
"2021-01-07","google",88.2948684692383,88.4680365310176,85.9271828517652,85.9271828517652,41936000
"2021-01-07","apple",127.712699890137,128.405312750176,124.727666623019,125.215417546012,109578200
"2021-01-08","google",89.4637832641602,89.539919203354,87.6419877501587,88.4352001654256,35484000
"2021-01-08","apple",128.815032958984,129.380825865133,127.039612299865,129.18571357096,105158200
"2021-01-11","google",87.3966598510742,88.7944798125516,87.190150518775,88.4282270036589,34796000
"2021-01-11","apple",125.820236206055,126.98108589766,125.351999442081,126.025098163094,100384500
"2021-01-12","google",86.4581451416016,87.9743945484201,85.4106552853316,86.8527581462506,29528000
"2021-01-12","apple",125.644630432129,126.512826408431,123.752154624578,125.351976925347,91951100
"2021-01-13","google",86.9468231201172,87.401649395231,85.9550588613907,85.9550588613907,23432000
"2021-01-13","apple",127.683433532715,128.229712174205,125.342235102051,125.605609878141,88636800
"2021-01-14","google",86.1341934204102,87.9569835540767,85.8928469830819,87.0274220140231,29212000
